FeatureID,Kingdom,Phylum,Class,Order,Family,Genus,Species
2738e5f35ff9db329968e07f9511468b,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C44-FJ646576.1
b071ef47c5b6b3ae941630042eb23ade,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, Cspc_C3-EU786011.1
6f0029f976ce75c5d3232ff35ceebf9f,Unassigned,NA,NA,NA,NA,NA,NA
66ab4d476afd3d2f624f772c6a7f9322,Unassigned,NA,NA,NA,NA,NA,NA
3786383076d3d6495104ce2f68bf587d,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C3d_C21-KU841795.1
2155c877a0e674684b27099161f572d0,Unassigned,NA,NA,NA,NA,NA,NA
e9f470bd0609e95e982454b7bf315620,Unassigned,NA,NA,NA,NA,NA,NA
3f9f5f9f30433f65b3b673691699d077,Unassigned,NA,NA,NA,NA,NA,NA
f2e9e364199992b22505f60aee9f8379,Unassigned,NA,NA,NA,NA,NA,NA
ab853897e21e6f3701d5a4c354bfe65f,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C58-AY589762.1
97264607ded1f156b9f698a13cc9a365,Unassigned,NA,NA,NA,NA,NA,NA
db38c04912e30d374df31acd212d8aff,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C31-GU111893.1
2fe7b47c553221c0a66f41043bbdbc8b,Unassigned,NA,NA,NA,NA,NA,NA
2b694213e46d4b090a0bea1e900c893c,Unassigned,NA,NA,NA,NA,NA,NA
990a58efe0e6e69acaceb924d4d1e4fa,Unassigned,NA,NA,NA,NA,NA,NA
d22f548c40a3a4527fa596c81950e760,Unassigned,NA,NA,NA,NA,NA,NA
dd2355919f5e16c4254c29b8729f4084,Unassigned,NA,NA,NA,NA,NA,NA
a7e609b0e264c9ea0a87c7dae618d14a,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, Cspc_C3-EF656434.1
807f50593c1856cbbe60c95127c3b41b,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C21.11-HQ630874.1
a79cc7863ffdbd95b4f2174a1be4fc10,Unassigned,NA,NA,NA,NA,NA,NA
b442c1f019c59b84132710af6b25ee8f,Unassigned,NA,NA,NA,NA,NA,NA
6c8f4d26ad4f6d4dc4e4a7e4fc592a1e,Unassigned,NA,NA,NA,NA,NA,NA
73658e84f0c251dea08456aff025ed29,Unassigned,NA,NA,NA,NA,NA,NA
0db6040bd3dc3b6a7b5f6086f891a5cc,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C3.10-FJ461505.1
28e741a7ebaa950eceff3ca631949013,Unassigned,NA,NA,NA,NA,NA,NA
9e07e355d9659f18a235e755e968cf5b,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C115a-EU786053.1
a214ddb18d8ea22b74e37394b14787cf,Unassigned,NA,NA,NA,NA,NA,NA
8ae9e53e254cd2ca8c8de53b2745db2a,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C1-KF623594.1
faa414c551d38d0dc6c9ad4ee1722e49,Unassigned,NA,NA,NA,NA,NA,NA
6bf29d55c1140cfb3266eeaf431ec939,Unassigned,NA,NA,NA,NA,NA,NA
539b349d12a872706b7344b6f08a1454,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Cladocopium, C1ca_C1b_C1e-FJ529635.1
2a9ec9a41dca7ab19b62fcdfa9b96b5c,Unassigned,NA,NA,NA,NA,NA,NA
